name,company_founded,industry,company_type,location,wealth_worth_in_billions,wealth_how_industry,type_of_investor,number_of_deals,portfolio_size,website,most_recent_deal
Daniel Mate,1974,mining,new,Europe,2.6,Mining and metals,angel,,,,
Daniel Och,1994,hedge funds,new,North America,3.9,Hedge funds,angel,,,,
Daniel Pritzker,1957,hotels,aquired,North America,2,Real Estate,angel,,,,
Daniel Roullier,1959,fertilizers,new,Europe,1.9,Consumer,angel,,,,
Daniel Ziff,1927,publishing,new,North America,4.8,Diversified financial,angel,,,,
Daniela Herz,1949,coffee,new,Europe,3.4,Consumer,angel,,,,
Danil Khachaturov,1921,insurance,privatization,Europe,2.6,Hedge funds,angel,,,,
Dannine Avara,1968,natural gas,new,North America,6.3,Non-consumer industrial,angel,,,,
Innovacorp,,food & beverages,,Halifax,,,vc,0,0,innovacorp.ca,2018-02-07
Saeed Amidi,,food & beverages,,Bay Area,,,angel,0,0,angel.co/saeed-amidi,2015-11-22
Robert Claassen,,food & beverages,,Bay Area,,,angel,0,0,,2012-07-01
Prospect Venture Partners,,food & beverages,,Bay Area,,,vc,0,0,prospectventures.com,2016-09-27
XG Ventures,,food & beverages,,Bay Area,,,vc,0,0,xg-ventures.com,2018-12-21
Stephan Uhrenbacher,,food & beverages,,Hamburg,,,angel,0,0,,2013-01-30
Kamran Pourzanjani,,food & beverages,,Los Angeles,,,angel,0,0,angel.co/kamran-pourzanjani,2015-02-24
Carlos Bhola,,food & beverages,,New York,,,angel,0,0,,2010-05-18
Hudson Bay Capital Management,,food & beverages,,New York,,,vc,0,0,hudsonbaycapital.com,2020-04-11
NTT DoCoMo Ventures,,food & beverages,,Tokyo,,,vc,0,0,nttdocomo-v.com,2020-09-02
Sitra Ventures,,food & beverages,,Helsinki,,,vc,0,0,sitra.fi,2014-12-10
Ben Lewis,,food & beverages,,Bay Area,,,angel,0,0,angel.co/ben-lewis,2013-12-11
Valhalla Partners,,food & beverages,,Vienna,,,vc,0,0,valhallapartners.com,2018-06-06
Steven Kane,,food & beverages,,Boston,,,angel,0,0,,2012-11-24
Lon Chow,,food & beverages,,Chicago,,,angel,0,0,angel.co/lonchow,2016-05-10
Danny Tan Chee Sing,1990,real estate,new,East Asia,1.2,Real Estate,angel,,,,
Dariusz Milek,1989,shoes,new,Europe,1,Real Estate,angel,,,,
Darwin Deason,1988,software,new,North America,1.1,"Retail, Restaurant",angel,,,,
Daryl Katz,1991,drug stores,franchise rights,North America,3.3,"Retail, Restaurant",angel,,,,
David & Frederick Barclay,1968,media,new,Europe,4,Media,angel,,,,
David & Simon Reuben,1990,aluminum,new,Europe,11.5,Money Management,angel,,,,
David Azrieli,1985,shopping centers,new,North America,3.1,Real Estate,angel,,,,
David Bonderman,1992,private equity,new,North America,2.7,Private equity/leveraged buyout,angel,,,,
David Booth,1981,asset management,new,North America,1.3,Money Management,angel,,,,
David Cheriton,1998,venture capitalist,new,North America,2.5,Technology-Computer,angel,,,,
David Chow,1997,casinos,new,East Asia,1.8,Real Estate,angel,,,,
David Consunji,1954,construction,new,East Asia,3.3,Constrution,angel,,,,
David Duffield,1987,software,new,North America,7.7,Technology-Computer,angel,,,,
David Einhorn,1996,hedge funds,new,North America,1.6,Hedge funds,angel,,,,
David Filo,1994,software,new,North America,2.9,Technology-Computer,angel,,,,
David Geffen,1970,entertainment,new,North America,6.1,Media,angel,,,,
David Gottesman,1964,investment banking,new,North America,1.9,Diversified financial,angel,,,,
David Green,1970,retail,new,North America,5,"Retail, Restaurant",angel,,,,
David Hains,1980,hedge funds,new,North America,2.1,Money Management,angel,,,,
David Harding,1997,investment mangagment,new,Europe,1.3,Money Management,angel,,,,
David Koch,1940, Oil refining,new,North America,40,Diversified financial,angel,,,,
David Murdock,1851,food,aquired,North America,2.3,Consumer,angel,,,,
David Nahmad,1960,art dealing,new,Europe,1.8,Other,angel,,,,
David Penaloza Sandoval,1969,construction,new,Latin America,2.1,Constrution,angel,,,,
"David Rockefeller, Sr.",1870,oil,new,North America,2.9,Energy,angel,,,,
David Rubenstein,1987,private equity,new,North America,3.1,Private equity/leveraged buyout,angel,,,,
David Sainsbury,1869,groceries,new,Europe,1.3,"Retail, Restaurant",angel,,,,
David Shaw,1988,hedge funds,new,North America,3.6,Hedge funds,angel,,,,
David Sun,1987,technology,new,North America,4.5,Technology-Computer,angel,,,,
David Tepper,1993,hedge funds,new,North America,10,Hedge funds,angel,,,,
David Thomson,1934,media,acquired,North America,22.6,Media,angel,,,,
David Walentas,1979,real estate,new,North America,1.4,Real Estate,angel,,,,
David Yakobashvili,1992,dairy,new,Europe,1.2,Energy,angel,,,,
Dean White,1935,advertising,new,North America,2,Real Estate,angel,,,,
Denis O'Brien,1997,telecommunications,new,Europe,6,Media,angel,,,,
Denise Coates,2000,gambing,new,Europe,1.6,Technology-Computer,angel,,,,
Denise York,1944,real estate,new,North America,1.2,0,angel,,,,
Deniz Sahenk,1951,"construction,banking",new,Middle East/North Africa,1.1,Money Management,angel,,,,
Dennis Washington,1964,construction,new,North America,5.8,Constrution,angel,,,,
Dermot Desmond,1995,private equity,new,Europe,2,Money Management,angel,,,,
Desh Bandhu Gupta,1968,pharmaceuticals,new,South Asia,3.2,Technology-Medical,angel,,,,
Desmond Sacco,1928,mining,new,Sub-Saharan Africa,1.3,Mining and metals,angel,,,,
Dhanin Chearavanont,1921,retail,new,East Asia,11.4,Consumer,angel,,,,
Diane Hendricks,1982,roofing,new,North America,4.6,Constrution,angel,,,,
Diego Della Valle,1920,leather,new,Europe,1.9,"Retail, Restaurant",angel,,,,
Dieter Schnabel,1950,chemicals,aquired,Europe,4.5,Non-consumer industrial,angel,,,,
Dieter Schwarz,1930,groceries,new,Europe,21.1,"Retail, Restaurant",angel,,,,
Dietmar Hopp,1972,software,new,Europe,7,Technology-Computer,angel,,,,
Dietrich Mateschitz,1984,beverages,new,Europe,9.2,Consumer,angel,,,,
Dilip Shanghvi,1983,pharmaceuticals,new,South Asia,12.8,Technology-Medical,angel,,,,
Dinara Kulibaeva,1923,banking,privatization,South Asia,1.8,Money Management,angel,,,,
Ding Shijia,1994,sportswear,new,East Asia,1,Consumer,angel,,,,
Ding Shizhong,1966,real estate,new,East Asia,1,"Retail, Restaurant",angel,,,,
Dirk Rossmann,1972,retail,new,Europe,2.8,"Retail, Restaurant",angel,,,,
Dirk Ziff,1928,publishing,new,North America,4.8,Diversified financial,angel,,,,
Dmitry Ananyev,1992,technology,new,Europe,2,Money Management,angel,,,,
Dmitry Kamenshchik,1964,airport,privatization,Europe,1.4,Real Estate,angel,,,,
Dmitry Korzhev,1993,auto retail,new,Europe,1,"Retail, Restaurant",angel,,,,
Mark Friedgan,,food & beverages,,Chicago,,,angel,0,0,angel.co/hubrix,2012-09-11
Trestle Ventures,,food & beverages,,Charlotte,,,vc,0,0,trestleventures.com,2012-07-30
Frontline Ventures,,food & beverages,,Dublin,,,vc,0,0,frontline.vc,2020-07-22
Dmitry Mazepin,2004,fertilizers,new,Europe,1.4,Non-consumer industrial,angel,,,,
Daniel Recanati,,food & beverages,,Tel Aviv,,,angel,0,0,,2016-04-05
Sunil Kalra,,food & beverages,,New Delhi,,,angel,0,0,,2019-11-19
Dmitry Pumpyansky,1934,steel,privatization,Europe,2,Non-consumer industrial,angel,,,,
Dmitry Rybolovlev,1930,fertilizer,aquired,Europe,8.8,Consumer,angel,,,,
Dmitry Troitsky,1993,auto retail,new,Europe,1,"Retail, Restaurant",angel,,,,
Do Won Chang,1984,fashion,new,North America,2.9,Consumer,angel,,,,
Domenico Dolce,1987,fashion,new,Europe,1.7,Consumer,angel,,,,
Don Hankey,1954,"cars, finance",aquired,North America,1.6,Money Management,angel,,,,
Donald Bren,1864,real estate,aquired,North America,14.4,Real Estate,angel,,,,
Donald Hall,1910,greeting cards,new,North America,1.2,"Retail, Restaurant",angel,,,,
Donald Newhouse,1909,media,new,North America,8.5,Media,angel,,,,
Donald Sterling,1961,real estate,new,North America,1.9,Real Estate,angel,,,,
Donald Trump,1920,real estate,new,North America,3.9,Media,angel,,,,
Doris Fisher,1969,clothing ,new,North America,3.3,Consumer,angel,,,,
Dorothea Steinbruch,1967,steel,new,Latin America,1.2,Non-consumer industrial,angel,,,,
Douglas Hsu,1940,textiles,new,East Asia,1.2,Diversified financial,angel,,,,
Fiona Geminder,1948,paper,new,North America,2,Consumer,angel,,,,
Douglas Perkins,1984,eyeglasses,new,North America,1.1,"Retail, Restaurant",angel,,,,
"Drayton McLane, Jr.",1894,groceries,new,North America,2,"Retail, Restaurant",angel,,,,
Drew Houston,2007,internet company,new,North America,1.2,Technology-Computer,angel,,,,
MPM Capital,,food & beverages,,Boston,,,vc,0,0,mpmcapital.com,2020-08-10
Christoph Janz,,food & beverages,,Bay Area,,,angel,0,0,angel.co/chrija,2017-04-05
Pawel Chudzinski,,food & beverages,,Berlin,,,angel,0,0,,2017-04-05
Ted Rheingold,,food & beverages,,Bay Area,,,angel,0,0,angel.co/trheingold,2014-12-16
USAA,,food & beverages,,San Antonio,,,other,0,0,usaa.com,2018-08-21
Joshua Kushner,,food & beverages,,New York,,,angel,0,0,angel.co/joshuakushner,2019-12-18
Primera Capital,,food & beverages,,Dubai,,,vc,0,0,,2016-09-19
Peter Bordes,,food & beverages,,New York,,,angel,0,0,angel.co/peter-bordes,2011-12-20
Ascent Venture Partners,,food & beverages,,Boston,,,vc,0,0,ascentvp.com,2018-04-12
Baseline Ventures,,food & beverages,,Bay Area,,,vc,182,113,baselinev.com,2020-07-20
Discovery Capital,,food & beverages,,Vancouver,,,vc,0,0,discoverycapital.com,2019-11-25
Portland Seed Fund,,food & beverages,,Portland,,,vc,0,0,portlandseedfund.com,2020-08-04
Emerald Technology Ventures ,,food & beverages,,Zurich,,,vc,0,0,emerald-ventures.com,2020-06-24
Vulcan Capital,,food & beverages,,Seattle,,,vc,151,112,capital.vulcan.com,2020-09-30
Streamlined Ventures,,food & beverages,,Bay Area,,,vc,0,0,streamlinedventures.com,2020-05-07
Boyu Capital,,food & beverages,,Hong Kong,,,vc,0,0,boyucapital.com,2020-07-20
Deerfield Management Company,,food & beverages,,New York,,,vc,0,0,deerfield.com,2020-07-07
Rose Tech Ventures,,food & beverages,,New York,,,vc,0,0,rose.vc,2015-10-08
Deborah Quazzo,,food & beverages,,Chicago,,,angel,0,0,angel.co/deborah-quazzo,2018-10-09
Du Jiangtao,2003,chemicals,new,East Asia,1.3,Non-consumer industrial,angel,,,,
Dulce Pugliese de Godoy Bueno,1972,healthcare management,new,Latin America,1.9,Real Estate,angel,,,,
Dustin Moskovitz,2004,internet,new,North America,6.8,Technology-Computer,angel,,,,
Eddie & Sol Zakay,0,real estate,new,Europe,3.1,Real Estate,angel,,,,
Edgar de Picciotto,1969,banking,new,Europe,1.7,Money Management,angel,,,,
Edir Macedo,1953,media,aquired,Latin America,1.1,Media,angel,,,,
Edmund Ansin,1962,media,new,North America,1.4,Media,angel,,,,
Edson de Godoy Bueno,1972,healthcare management,new,Latin America,2.6,Real Estate,angel,,,,
Eduardo Belmont Anderson,1988,cosmetics,new,Latin America,2.5,Consumer,angel,,,,
Eduardo Eurnekian,1988,airports,new,Latin America,1.9,Real Estate,angel,,,,
Eduardo Hochschild,1911,mining,new,Latin America,1.2,Mining and metals,angel,,,,
Eduardo Saverin,2004,internet,new,Latin America,4.1,Technology-Computer,angel,,,,
Edward Bass,1919,oil,new,North America,2.1,Energy,angel,,,,
"Edward DeBartolo, Jr.",1944,real estate,new,North America,2.8,Real Estate,angel,,,,
"Edward Johnson, III.",1946,investment banking,new,North America,9.3,Money Management,angel,,,,
Edward Lampert,1988,investment banking,new,North America,3,"Retail, Restaurant",angel,,,,
"Edward Roski, Jr.",1948,real estate,new,North America,3.4,Real Estate,angel,,,,
InterWest Partners,,food & beverages,,Bay Area,,,vc,318,200,interwest.com,2019-11-13
Delphi Ventures,,food & beverages,,Bay Area,,,vc,0,0,delphiventures.com,2019-01-09
Innovation Nest,,food & beverages,,Kraków,,,vc,0,0,innovationnest.co,2019-10-24
OurCrowd,,food & beverages,,Jerusalem,,,other,0,0,ourcrowd.com,2020-08-05
Palomar Ventures,,food & beverages,,Los Angeles,,,vc,0,0,palomarventures.com,2013-07-08
Mark Wachen,,food & beverages,,New York,,,angel,0,0,angel.co/markwachen,2014-12-22
Guy Westlake,,food & beverages,,London,,,angel,0,0,angel.co/guywestlake,2014-09-28
Alastair Mitchell,,food & beverages,,Bay Area,,,angel,0,0,,2016-03-21
Alistair Croll,,food & beverages,,Montreal,,,angel,0,0,,2012-01-26
Info Edge,,food & beverages,,New Delhi,,,strategic,0,0,infoedge.in,2019-10-04
Albrekca LLC,,food & beverages,,Dover,,,vc,0,0,,2014-10-16
Radical Investments,,food & beverages,,Dallas,,,vc,0,0,radicalinvestments.in,2018-06-05
Alexandra Chou,,food & beverages,,New York,,,angel,0,0,,2013-11-18
Edward Stack,1948,retail,new,North America,1.3,"Retail, Restaurant",angel,,,,
Edwin Leong,1977,real estate,new,East Asia,2.4,Real Estate,angel,,,,
Edwin Soeryadjaya,1957,automotive,new,East Asia,1.2,Mining and metals,angel,,,,
Eggon da Silva,1961,electronics,new,Latin America,1.3,Non-consumer industrial,angel,,,,
Elaine Marshall,1940,  Oil refining,new,North America,8.8,Diversified financial,angel,,,,
Elaine Wynn,1973,casinos,new,North America,2.7,Real Estate,angel,,,,
Elena Baturina,1991,construction,new,Europe,1,Constrution,angel,,,,
Eli Broad,1957,construction/insurance,new/aquired,North America,6.9,Diversified financial,angel,,,,
Elie Horn,1962,real estate,new,Latin America,1.3,Real Estate,angel,,,,
Eliodoro Matte,1920,timber and paper,new,Latin America,2.5,Consumer,angel,,,,
Elisabeth Badinter,1926,advertising,new,Europe,1.8,Media,angel,,,,
Elizabeth Mohn,1835,media,new,Europe,4.2,Media,angel,,,,
Elon Musk,1999,technology,new,North America,8.4,Consumer,angel,,,,
Els Blokker,1896,retail,new,Europe,1.4,"Retail, Restaurant",angel,,,,
Emanuele (Lino) Saputo,1954,cheese,new,North America,4.3,Consumer,angel,,,,
Emilio Azcarraga Jean,1955,media,new,Latin America,2.6,Media,angel,,,,
Emmanuel Besnier,1933,cheese,new,Europe,7.9,Consumer,angel,,,,
Highway 12 Ventures,,food & beverages,,Boise,,,vc,0,0,highway12ventures.com,2015-03-24
CHV Capital,,food & beverages,,St. Louis,,,vc,0,0,chvcapital.com,2015-10-02
Bill Gross,,food & beverages,,Los Angeles,,,angel,0,0,,2012-03-08
BOM Capital,,food & beverages,,Tilburg,,,vc,0,0,bom.nl,2018-09-12
ISAI,,food & beverages,,Paris,,,vc,0,0,isai.fr,2020-01-31
Stata Venture Partners,,food & beverages,,Boston,,,vc,0,0,,2016-11-15
Ennio Doris,1982,asset management,new,Europe,2.5,Money Management,angel,,,,
Enrique Banuelos,1982,real estate,new,Europe,1,Real Estate,angel,,,,
Enrique Razon,1940,port containers,new,East Asia,4.2,Real Estate,angel,,,,
Eric Lefkofsky,2008,internet companies,new,North America,1.8,Technology-Computer,angel,,,,
Evan Williams,,food & beverages,,Bay Area,,,angel,0,0,angel.co/ev,2016-10-20
George Kliavkoff,,food & beverages,,New York,,,angel,0,0,angel.co/kliavkoff,2012-10-15
Eric Schmidt,1998,technology,new,North America,9.3,Technology-Computer,angel,,,,
Erich Kellerhals,1963,retail,new,Europe,4,"Retail, Restaurant",angel,,,,
Erivan Haub,1867,retail,new,Europe,4.9,"Retail, Restaurant",angel,,,,
Erman Ilicak,1994,construction,new,Middle East/North Africa,2.8,Constrution,angel,,,,
Ermirio Pereira de Moraes,1919,"metals, paper, cement",new,Latin America,3.1,Diversified financial,angel,,,,
Ernesto Bertarelli,1906,pharmaceuticals,new,Europe,12,Technology-Medical,angel,,,,
Erwin Franz Mueller,1953,retail,new,Europe,2,"Retail, Restaurant",angel,,,,
Esther Grether,1899,beauty and health care products,new,Europe,2.4,Consumer,angel,,,,
Eva Gonda Rivera,1890,beverages,new,Latin America,6.4,Consumer,angel,,,,
Eva Maria Bucher-Haefner,1976,software,new,Europe,2.7,Technology-Computer,angel,,,,
Evan Williams,2006,internet,new,North America,3.5,Technology-Computer,angel,,,,
Evgeny (Eugene) Shvidler,1990,oil,new,North America,1.1,Energy,angel,,,,
Eyal Ofer,1950,shipping,new,Middle East/North Africa,7,Real Estate,angel,,,,
Fahd Hariri,1978,construction,aquired,Middle East/North Africa,1.2,Constrution,angel,,,,
Fang Wei,2002,mining,new,East Asia,1.1,Non-consumer industrial,angel,,,,
Farhad Moshiri,1999,metals,new,Europe,2.9,Mining and metals,angel,,,,
Farkhad Akhmedov,1993,oil and gas,subsidiary,Europe,1.4,Energy,angel,,,,
Farris Wilks,2002,natural gas,new,North America,1.5,Energy,angel,,,,
Faruk Eczacibasi,1942,pharmaceuticals,new,Middle East/North Africa,1.5,Technology-Medical,angel,,,,
Fawzi Al-Kharafi,1956,diversified investments,new,Middle East/North Africa,1.3,Diversified financial,angel,,,,
Fayez Sarofim,1958,money management,new,North America,1.9,Money Management,angel,,,,
Feng Hailiang,1989,copper,new,East Asia,1,0,angel,,,,
Ferit Sahenk,1951,"construction,banking",new,Middle East/North Africa,2.1,Money Management,angel,,,,
Fernando Roberto Moreira Salles,1926,banking,new,Latin America,2.9,Money Management,angel,,,,
Bob Senoff,,food & beverages,,Seattle,,,angel,0,0,,2011-07-12
Fernando Roig,1977,groceries,new,Europe,1.2,"Retail, Restaurant",angel,,,,
Filaret Galchev,1999,coal,new,Europe,6,Constrution,angel,,,,
Filiz Sahenk,1951,"construction,banking",new,Middle East/North Africa,1.8,Money Management,angel,,,,
Finn Rausing,1951,food packaging,new,Europe,5.1,Other,angel,,,,
Florentino Perez,1983,construction,aquired,Europe,2,Constrution,angel,,,,
Folorunsho Alakija,1991,fashion/oil,new,Sub-Saharan Africa,2.5,Energy,angel,,,,
"Forrest Mars, Jr.",1911,candy,new,North America,20,Consumer,angel,,,,
Francesco Gaetano Caltagirone,1947,cement,aquired,Europe,1.5,Constrution,angel,,,,
Francesco Saverio Salini,1936,construction,new,Europe,1.4,Constrution,angel,,,,
Francis Choi,1972,toys,new,East Asia,3.3,Real Estate,angel,,,,
Francisco Ivens de Sa Dias Branco,1927,food production,new,Latin America,4.1,Consumer,angel,,,,
Francois Pinault,1963,apparel,new,Europe,15.5,"Retail, Restaurant",angel,,,,
"Frank Fertitta, III.",1976,entertainment,new,North America,1.3,Real Estate,angel,,,,
Frank Lowy,1960,shopping centers,new,North America,4.7,Real Estate,angel,,,,
Frank Stronach,1956,automotive parts,new,North America,1.3,Consumer,angel,,,,
Fred Chang,2001,e-commerce,new,North America,1,"Retail, Restaurant",angel,,,,
Fred DeLuca,1965,restaurant,new,North America,3,"Retail, Restaurant",angel,,,,
Frederick Smith,1971,shipping,new,North America,3.2,"Retail, Restaurant",angel,,,,
Frederik Paulsen,1950,pharmaceuticals,new,Europe,5,Technology-Medical,angel,,,,
Fredrik Lundberg,1944,construction,new,Europe,3.4,Real Estate,angel,,,,
Friede Springer,1946,publishing,new,Europe,4.2,Media,angel,,,,
Friedhelm Loh,1961,industrial software,new,Europe,3,Non-consumer industrial,angel,,,,
Frits Goldschmeding,1960,staffing company,new,Europe,4.9,Other,angel,,,,
Fritz Draexlmaier,1958,automotive components,new,Europe,1.9,Consumer,angel,,,,
Fu Kwan,1990,investments,new,East Asia,1,Diversified financial,angel,,,,
Fu Liquan,2001,security and surveillance technology,new,East Asia,3.3,Technology-Computer,angel,,,,
Fu Meicheng,2005,media,new,East Asia,1.9,Media,angel,,,,
Gabe Newell,1996,video games,new,North America,1.2,Consumer,angel,,,,
Gabriel Escarrer,1956,hotels,new,Europe,1.7,"Retail, Restaurant",angel,,,,
Galen Weston,1882,food distribution,new,North America,8.5,"Retail, Restaurant",angel,,,,
Gao Dekang,1975,apparel retail,new,East Asia,1.6,Consumer,angel,,,,
Gary Burrell,1989,GPS technology,new,North America,1.6,Technology-Computer,angel,,,,
Gary Magness,1968,cable,new,North America,1.8,Media,angel,,,,
Gary Michelson,1949,medical devices,new,North America,1.5,Technology-Medical,angel,,,,
Gautam Adani,1988,"energy (coal, oil and gas)",new,South Asia,2.8,Mining and metals,angel,,,,
Gavril Yushvaev,1992,dairy,new,Europe,1.7,Mining and metals,angel,,,,
Gayle Cook,1963,medical technology,new,North America,5.8,Technology-Medical,angel,,,,
Gennady Timchenko,2000,oil trading,new,Europe,15.3,Energy,angel,,,,
Georg Schaeffler,1946,roller bearings,new,Europe,14.3,Non-consumer industrial,angel,,,,
Georg von Opel,1862,cars,new,Europe,2,Real Estate,angel,,,,
George Argyros,1969,real estate,new,North America,2.4,Real Estate,angel,,,,
George Bishop,1981,oil and gas,new,North America,3.5,Energy,angel,,,,
George Joseph,1961,insurance,new,North America,1.3,Money Management,angel,,,,
George Kaiser,1940,oil,new,North America,10,Energy,angel,,,,
George Lindemann,1972,"media, pipelines",new,North America,3.2,Diversified financial,angel,,,,
George Lucas,1971,Star Wars,new,North America,4.9,Media,angel,,,,
George Soros,1969,hedge funds,new,North America,23,Hedge funds,angel,,,,
George Ty,1962,banking,new,East Asia,2.3,Money Management,angel,,,,
Gerald Cavendish Grosvenor,1677,real estate,new,Europe,13,Real Estate,angel,,,,
Gerald J. Ford,1926,insurance,new,North America,2.1,Money Management,angel,,,,
Gerald Schwartz,1983,private equity,new,North America,1.8,Money Management,angel,,,,
Gerard Wertheimer,1909,luxury goods,new,Europe,9,Consumer,angel,,,,
German Khan,1989,oil and gas,new,Europe,11.3,Energy,angel,,,,
German Larrea Mota Velasco,1978,copper,new,Latin America,14.7,Mining and metals,angel,,,,
Gernot Langes-Swarovski,1895,luxury goods,new,Europe,1.3,Consumer,angel,,,,
Gerry Harvey,1982,retail,new,North America,1.2,"Retail, Restaurant",angel,,,,
Gian Marco Moratti,1962,oil,new,Europe,1.4,Energy,angel,,,,
Giancarlo Franceso Civita,1950,media,new,Latin America,1.1,Media,angel,,,,
Gianluigi Aponte,1970,shipping,new,Europe,3.2,Other,angel,,,,
Gil Shwed,1993,software,new,Middle East/North Africa,1.8,Technology-Computer,angel,,,,
Gilberto Benetton,1965,fashion,new,Europe,2.9,Consumer,angel,,,,
Gilles Martin,1988,laboratory services,new,Europe,1.2,Technology-Medical,angel,,,,
Gina Rinehart,1955,mining,new,North America,17.7,Mining and metals,angel,,,,
Giorgio Armani,1975,luxury goods,new,Europe,9.9,Consumer,angel,,,,
Giuliana Benetton,1965,fashion,new,Europe,2.9,Consumer,angel,,,,
Giuseppe De'Longhi,1902,aplliances,new,Europe,2.2,"Retail, Restaurant",angel,,,,
Gleb Fetisov,1989,"telecom, finance",new,Europe,1.4,Media,angel,,,,
Glen Taylor,1975,printing and electronics,aquired,North America,1.8,Media,angel,,,,
Glenn Dubin,1992,hedge funds,new,North America,1.8,Hedge funds,angel,,,,
God Nisanov,0,real estate,,Europe,3.6,Real Estate,angel,,,,
FF Angel LLC,,food & beverages,,Bay Area,,,vc,0,0,,2017-10-06
Goh Cheng Liang,1962,paint,joint venture,East Asia,2.2,Consumer,angel,,,,
Goh Peng Ooi,1989,software,new,East Asia,1.1,Technology-Computer,angel,,,,
Gong Hongjia,2001,security equipment,new,East Asia,3.7,Diversified financial,angel,,,,
Gordon Getty,1904,oil,new,North America,2,Energy,angel,,,,
Gordon Moore,1968,technology,new,North America,5,Technology-Computer,angel,,,,
Leonid Mikhelson,1994,gas,new,Europe,15.6,Energy,angel,,,,
Gordon Wu,1972,infrastructure,new,East Asia,1.1,Real Estate,angel,,,,
Graeme Hart,1987,private equity,new,North America,7,Diversified financial,angel,,,,
Graham Kirkham,1983,retail,aquired,Europe,1,"Retail, Restaurant",angel,,,,
Gregorio Perez Companc,1968,oil,new,Latin America,1.5,Energy,angel,,,,
Gu Wei,2005,electronics,new,East Asia,1.6,Non-consumer industrial,angel,,,,
Guenter Herz & Family,1949,coffee,new,Europe,4.4,Consumer,angel,,,,
Guenther Fielmann,1972,glasses,new,Europe,3.7,Other,angel,,,,
Guo Guangchang,1992,investment,new,East Asia,4.3,Diversified financial,angel,,,,
Gustaf Douglas,1984,security ,new,Europe,4,Other,angel,,,,
Gustavo Cisneros,1929,media,new,Latin America,4,Media,angel,,,,
Guy Laliberte,1984,entertainment,new,North America,2,Other,angel,,,,
Gwendolyn Sontheim Meyer,1865,food processing/commodities,new,North America,4.8,Money Management,angel,,,,
H. Fisk Johnson,1886,cleaning supplies,new,North America,3,Consumer,angel,,,,
"H. Ross Perot, Jr.",1962,data processing,new,North America,1.8,Technology-Computer,angel,,,,
"H. Ross Perot, Sr.",1962,data processing,new,North America,3.5,Technology-Computer,angel,,,,
H. Wayne Huizenga,1968,waste management,new,North America,2.5,Diversified financial,angel,,,,
Haim Saban,1988,media,new,North America,3.4,Media,angel,,,,
Hajime Satomi,1975,entertainment,new,East Asia,1.1,"Retail, Restaurant",angel,,,,
Hamdi Ulukaya,2005,yogurt,new,Middle East/North Africa,1.4,Consumer,angel,,,,
Hamilton James,1985,hedge funds,new,North America,1.6,Money Management,angel,,,,
Han Chang-Woo,1957,gaming,new,East Asia,3.4,"Retail, Restaurant",angel,,,,
Hank & Doug Meijer,1934,groceries,new,North America,8.5,"Retail, Restaurant",angel,,,,
Hanni Toosbuy Kasprzak,1963,shoes,new,Europe,2.7,Consumer,angel,,,,
Hans Melchers,1873,investments,new,Europe,1.9,Non-consumer industrial,angel,,,,
Hans Peter Wild,1931,natural flavors,new,Europe,3.1,Consumer,angel,,,,
Hans Rausing,1944,food packaging,new,Europe,12,Consumer,angel,,,,
Hansjoerg Wyss,1974,medical technology,new division,Europe,10.5,Technology-Medical,angel,,,,
Hans-Werner Hector,1972,software,new,Europe,1.9,Technology-Computer,angel,,,,
Harindarpal Banga,1986,commodity trading,new,South Asia,1,Mining and metals,angel,,,,
Harjo Sutanto,1950,laundry soap,new,East Asia,1.1,Consumer,angel,,,,
Harold Hamm,1967,oil,new,North America,14.6,Energy,angel,,,,
Harry Stine,1965,seeds,new,North America,3,Consumer,angel,,,,
Harry Triguboff,1968,real estate,new,North America,5,Real Estate,angel,,,,
Hary Tanoesoedibjo,1989,media,aquired,East Asia,1.2,Media,angel,,,,
Hasso Plattner,1972,software,new,Europe,8.8,Technology-Computer,angel,,,,
He Qiaonu,1992,landscape architecture,new,East Asia,1.5,Constrution,angel,,,,
He Xiangjian,1968,appliances,new,East Asia,7.1,Consumer,angel,,,,
Heidi Horten,1936,retail,new,Europe,3.2,"Retail, Restaurant",angel,,,,
Heinz Hermann Thiele,1905,brake systems,new,Europe,7.2,Consumer,angel,,,,
Heinz-Georg Baus,1960,home improvement retail,new,Europe,3.9,"Retail, Restaurant",angel,,,,
Heinz-Horst Deichmann,1913,shoes,new,Europe,4.9,Consumer,angel,,,,
Helen Johnson-Leipold,1886,cleaning supplies,new,North America,3,Consumer,angel,,,,
Helena Revoredo,1976,security,new,Europe,2.1,Money Management,angel,,,,
Helmut Sohmen,1955,shipping,new,Europe,2.6,Other,angel,,,,
Heloise Waislitz,1948,paper,new,North America,2,Consumer,angel,,,,
Henadiy Boholyubov,1992,Banking,new,Europe,2.3,Money Management,angel,,,,
Henri Beaufour,1929,pharmaceuticals,new,Europe,1,Technology-Medical,angel,,,,
Henry Engelhardt,1993,insurance,new,North America,1.1,Money Management,angel,,,,
Henry Fong Yun Wah,1948,real estate,new,East Asia,2.4,Real Estate,angel,,,,
Henry Hillman,1942,coal,new,North America,2.5,Diversified financial,angel,,,,
Henry Kravis,1976,leveraged buyouts,new,North America,5,Private equity/leveraged buyout,angel,,,,
"Henry Nicholas, III.",1991,semiconductors,new,North America,1.3,Technology-Computer,angel,,,,
Henry Samueli,1991,semiconductors,new,North America,2,Technology-Computer,angel,,,,
